order_id,user_id,menu_id,total_money,time
600405,259006,511295,16.0,2022-06-08 12:02:00
525960,882283,668294,6.5,2022-06-08 12:02:00
566776,668689,594324,8.5,2022-06-08 13:58:00
827945,234427,232862,11.5,2022-06-08 12:26:00
610214,491404,589916,5.5,2022-06-08 10:26:00
652719,123613,929104,7.0,2022-06-08 10:52:00
146259,738384,318834,8.7,2022-06-08 11:35:00
493265,497211,798712,7.0,2022-06-08 10:03:00
143734,131552,383649,21.0,2022-06-08 11:56:00
927010,971275,953269,8.0,2022-06-08 10:32:00
546164,613589,182735,21.0,2022-06-08 10:48:00
711124,588886,553573,14.0,2022-06-08 11:58:00
696541,964449,981201,15.0,2022-06-08 13:11:00
595228,125430,405969,14.0,2022-06-08 12:56:00
101060,970856,619057,8.5,2022-06-08 11:25:00
320729,572748,201482,14.5,2022-06-08 12:35:00
677561,571681,238171,11.2,2022-06-08 12:14:00
735496,863440,736242,14.0,2022-06-08 12:16:00
853278,475477,217893,15.0,2022-06-08 10:45:00
334498,756813,556285,3.5,2022-06-08 11:12:00
262260,682950,425020,17.0,2022-06-08 12:53:00
469087,364747,740027,10.5,2022-06-08 10:40:00
183773,345877,671389,14.0,2022-06-08 11:40:00
776974,950705,430086,8.5,2022-06-08 11:30:00
723245,463848,456576,3.0,2022-06-08 11:23:00
817082,513440,290254,9.5,2022-06-08 11:45:00
367786,428234,205276,5.0,2022-06-08 12:40:00
910243,587644,607363,7.0,2022-06-08 11:08:00
801363,676614,491167,14.0,2022-06-08 10:26:00
839246,140534,530498,9.0,2022-06-08 10:19:00
962289,474390,561254,8.0,2022-06-08 12:55:00
462155,134575,538362,18.0,2022-06-08 12:46:00
785988,535026,240761,13.0,2022-06-08 10:17:00
218657,220127,447354,15.5,2022-06-08 11:15:00
715121,942087,639146,16.5,2022-06-08 11:21:00
885546,658049,957528,13.0,2022-06-08 10:50:00
473610,975387,844411,4.0,2022-06-08 10:17:00
128939,146557,196747,11.0,2022-06-08 11:22:00
136778,189178,534706,6.0,2022-06-08 12:00:00
723220,838867,655178,10.7,2022-06-08 11:21:00
669361,160432,131016,7.7,2022-06-08 12:18:00
901026,180326,429350,2.0,2022-06-08 10:49:00
347839,754730,904656,8.0,2022-06-08 13:31:00
829355,129254,127614,6.0,2022-06-08 20:06:00
220508,246630,863608,11.0,2022-06-08 16:07:00
350119,595696,401995,8.0,2022-06-08 18:52:00
708490,115064,968086,11.0,2022-06-08 20:20:00
555919,892676,950723,15.0,2022-06-08 19:49:00
938156,305418,303450,8.0,2022-06-08 17:33:00
762042,761750,663275,2.0,2022-06-08 18:07:00
729576,625134,679010,7.0,2022-06-08 19:14:00
598015,562939,858518,8.0,2022-06-08 17:56:00
975280,379855,656789,9.5,2022-06-08 18:46:00
452428,298365,257659,4.0,2022-06-08 20:36:00
768936,516228,273397,6.0,2022-06-08 20:17:00
760661,950392,593418,7.7,2022-06-08 20:05:00
940291,235166,828544,13.0,2022-06-08 16:56:00
440802,908943,402117,8.0,2022-06-08 18:10:00
697012,117255,242564,3.5,2022-06-08 16:14:00
947664,754730,833257,5.0,2022-06-08 18:41:00
888351,916755,544250,10.5,2022-06-08 19:47:00
492043,885760,249743,15.0,2022-06-08 19:05:00
111711,942087,683536,12.0,2022-06-08 16:00:00
255354,472734,793031,12.0,2022-06-08 18:36:00
843701,110648,916335,17.5,2022-06-08 18:37:00
592691,857948,125965,16.0,2022-06-08 16:36:00
115276,647034,516853,10.2,2022-06-08 18:38:00
181798,808118,204397,8.0,2022-06-08 17:28:00
396574,682950,610078,2.5,2022-06-08 17:13:00
894310,964449,476634,13.2,2022-06-08 16:58:00
893796,593070,424874,12.0,2022-06-08 19:19:00
168222,395232,452371,7.0,2022-06-08 20:08:00
583274,141935,286319,5.5,2022-06-08 19:57:00
453776,318362,325237,10.5,2022-06-08 19:26:00
780771,425603,225793,9.5,2022-06-08 19:25:00
700379,934653,971412,7.5,2022-06-08 18:36:00
861052,953011,414710,13.0,2022-06-08 17:07:00
760566,140534,698002,14.5,2022-06-08 19:39:00
280658,125430,299312,9.0,2022-06-08 18:34:00
268007,166974,519322,14.0,2022-06-08 19:57:00
330713,950705,137924,15.0,2022-06-08 16:19:00
305763,826606,629435,13.0,2022-06-08 19:17:00
324016,758053,678308,15.5,2022-06-08 17:51:00
516553,189178,728060,6.5,2022-06-08 20:28:00
712907,561948,577530,4.5,2022-06-08 18:16:00
447925,578819,872433,10.0,2022-06-08 20:31:00
657233,682453,364649,8.5,2022-06-08 19:15:00
882017,680139,657593,8.5,2022-06-08 16:43:00
858628,145482,693957,1.0,2022-06-08 19:53:00
636756,888730,236600,6.5,2022-06-08 20:46:00
886061,685003,563499,7.0,2022-06-08 19:02:00
408506,828946,191408,10.0,2022-06-08 18:45:00
461950,156306,305088,15.0,2022-06-08 20:43:00
755136,582675,670617,13.5,2022-06-08 18:36:00
607350,883467,508728,9.5,2022-06-08 17:21:00
695481,684598,769543,19.5,2022-06-08 17:42:00
336434,468971,372324,11.5,2022-06-08 17:07:00
174585,427932,228513,4.0,2022-06-08 18:23:00
385349,444570,511316,11.5,2022-06-08 19:03:00
710935,804398,128226,14.0,2022-06-08 18:24:00
919088,662983,443548,9.0,2022-06-08 19:22:00
897874,641718,240713,6.0,2022-06-08 20:24:00
943806,874059,225150,10.0,2022-06-08 16:46:00
258018,804289,353024,16.0,2022-06-08 19:52:00
613135,378614,436793,2.5,2022-06-08 19:40:00
663525,597377,414387,3.0,2022-06-08 20:04:00
699163,453673,824449,7.0,2022-06-08 17:10:00
988116,782572,448862,19.5,2022-06-08 20:29:00
365527,348107,242743,17.5,2022-06-08 18:52:00
946017,778412,120700,8.7,2022-06-08 17:56:00
126531,676614,766611,5.5,2022-06-08 17:05:00
499457,755248,373838,10.0,2022-06-08 17:14:00
787982,234936,239009,9.5,2022-06-08 17:25:00
430523,832781,747901,7.0,2022-06-08 17:00:00
893324,347474,618950,2.0,2022-06-08 20:31:00
714564,418920,463085,12.5,2022-06-08 20:27:00
730491,988118,461581,5.5,2022-06-08 18:52:00
444053,320897,738254,13.5,2022-06-08 18:55:00
772506,990297,891494,4.0,2022-06-08 17:56:00
430113,177756,540535,13.0,2022-06-08 19:41:00
862534,837268,209056,7.0,2022-06-08 16:54:00
494257,424739,579176,4.5,2022-06-08 20:12:00
447086,421804,959144,2.5,2022-06-08 17:35:00
924842,557798,986372,8.5,2022-06-08 19:46:00
876855,255405,366240,14.5,2022-06-08 16:25:00
727518,261512,713530,4.0,2022-06-08 20:37:00
751533,659685,146271,13.0,2022-06-08 18:26:00
482722,892849,200027,3.7,2022-06-08 20:11:00
810978,967509,788215,13.5,2022-06-08 17:48:00
884230,577009,433029,8.5,2022-06-08 17:27:00
493097,668116,495344,6.0,2022-06-08 20:32:00
574411,882283,518831,15.5,2022-06-08 16:38:00
896731,491404,250714,7.7,2022-06-08 20:28:00
743313,456873,951100,24.0,2022-06-08 18:27:00
213664,242819,866670,18.0,2022-06-08 19:23:00
624916,136344,228734,13.0,2022-06-08 20:25:00
543120,180326,226942,10.0,2022-06-08 17:19:00
679391,589267,953398,8.5,2022-06-08 19:19:00
589480,750423,448749,9.5,2022-06-08 19:18:00
330675,613589,812475,14.0,2022-06-08 17:38:00
669544,498041,427279,8.0,2022-06-08 20:04:00
736521,756813,928880,10.0,2022-06-08 16:14:00
327580,562433,930233,10.5,2022-06-08 18:43:00
949760,116572,554843,12.5,2022-06-08 20:32:00
831046,139884,180872,4.0,2022-06-08 18:32:00
638392,577619,480907,10.5,2022-06-08 17:16:00
582196,731704,147372,8.5,2022-06-08 20:13:00
641117,395127,339794,8.2,2022-06-08 19:38:00
126172,115756,641579,8.65,2022-06-08 19:09:00
291076,404335,354182,10.5,2022-06-08 20:27:00
416814,375939,284920,10.5,2022-06-08 20:38:00
876723,867094,409536,6.0,2022-06-08 17:24:00
314097,514695,517311,9.0,2022-06-08 20:46:00
146517,313293,468558,3.5,2022-06-08 18:06:00
363229,231590,342590,10.0,2022-06-08 18:03:00
121250,433411,266945,10.0,2022-06-08 20:02:00
549973,130791,457967,8.5,2022-06-08 20:47:00
870157,556829,441643,9.5,2022-06-08 19:37:00
465959,639292,626542,18.0,2022-06-08 17:30:00
839897,481153,689809,14.0,2022-06-08 19:19:00
920262,248722,650840,10.5,2022-06-08 16:48:00
214438,808105,141399,11.0,2022-06-08 19:01:00
916495,474395,326548,6.0,2022-06-08 20:01:00
896496,732132,980963,14.0,2022-06-08 17:39:00
869903,387654,542500,10.5,2022-06-08 17:11:00
143749,862013,507823,8.0,2022-06-08 20:48:00
200200,399620,755956,2.2,2022-06-08 19:49:00
211363,463848,296583,6.5,2022-06-08 20:54:00
843133,907732,153689,3.5,2022-06-08 16:49:00
932913,673567,312295,12.0,2022-06-08 19:59:00
116375,232280,865460,11.0,2022-06-08 17:18:00
996095,851159,733267,15.0,2022-06-08 19:13:00
775849,417209,169394,8.0,2022-06-08 17:11:00
703990,139726,616995,7.0,2022-06-08 16:37:00
846154,509064,769913,8.5,2022-06-08 19:50:00
500527,791174,980011,12.0,2022-06-08 17:52:00
153009,361305,882809,11.5,2022-06-08 20:10:00
793646,468947,746175,18.5,2022-06-08 18:51:00
388753,446152,878931,13.5,2022-06-08 18:49:00
958166,726253,986555,15.5,2022-06-08 19:33:00
686931,294560,792446,14.5,2022-06-08 20:44:00
412032,277003,390742,9.0,2022-06-08 17:19:00
304063,828782,460530,9.5,2022-06-08 18:35:00
628691,831446,750338,12.0,2022-06-08 17:23:00
881934,983695,548260,9.0,2022-06-08 18:03:00
465615,299385,633209,14.0,2022-06-08 16:17:00
913364,601568,963538,13.5,2022-06-08 18:56:00
285108,691361,458637,11.5,2022-06-08 20:55:00
736792,678821,336960,10.0,2022-06-08 20:21:00
935850,687313,613009,8.0,2022-06-08 19:14:00
731744,122255,997179,4.5,2022-06-08 18:11:00
491884,956509,863789,3.2,2022-06-08 19:54:00
461804,925704,239439,7.5,2022-06-08 18:17:00
323465,656989,703842,10.0,2022-06-08 18:51:00
288848,289940,254255,11.0,2022-06-08 17:51:00
116799,220127,514503,12.0,2022-06-08 19:25:00
157804,528967,552002,13.0,2022-06-08 19:56:00
185859,896063,751207,8.7,2022-06-08 19:28:00
694018,809881,275106,7.0,2022-06-08 18:00:00
607219,706945,158979,8.5,2022-06-08 18:45:00
318488,349958,530608,17.5,2022-06-08 20:30:00
449805,425908,653774,12.5,2022-06-08 18:20:00
606429,259006,237028,10.0,2022-06-08 17:32:00
401160,822499,499849,12.5,2022-06-08 18:58:00
289641,863440,155373,12.2,2022-06-08 19:26:00
369097,209660,355534,12.0,2022-06-08 20:50:00
646382,783036,576416,7.0,2022-06-08 17:57:00
963329,620146,713839,8.5,2022-06-08 16:59:00
389363,634472,618006,8.0,2022-06-08 18:36:00
410807,198183,697110,10.0,2022-06-08 17:38:00
440313,622189,931736,13.5,2022-06-08 20:06:00
236761,980168,411712,8.0,2022-06-08 16:01:00
160294,952832,480853,1.45,2022-06-08 16:40:00
506528,134575,403213,9.0,2022-06-08 16:34:00
424912,326994,901543,9.5,2022-06-08 18:37:00
899055,946327,400885,7.5,2022-06-08 16:04:00
123564,738384,529523,17.95,2022-06-08 16:41:00
971072,988699,991469,8.5,2022-06-08 20:09:00
461201,958342,371052,14.5,2022-06-08 18:27:00
646832,452144,780019,8.5,2022-06-08 19:25:00
772072,133339,919492,14.45,2022-06-08 18:58:00
854453,345877,202147,12.0,2022-06-08 20:27:00
456263,677804,320922,6.5,2022-06-08 20:39:00
835880,703194,658723,10.5,2022-06-08 18:36:00
898083,907308,582647,15.0,2022-06-08 20:22:00
106093,432926,163652,11.0,2022-06-08 16:01:00
296722,290514,614452,14.5,2022-06-08 18:51:00
798519,658049,498025,12.5,2022-06-08 20:36:00
950921,806758,771262,12.0,2022-06-08 20:46:00
474912,432357,250431,14.0,2022-06-08 17:41:00
953098,548228,257355,15.0,2022-06-08 19:50:00
757539,333702,448092,15.5,2022-06-08 19:31:00
505309,535026,628021,6.0,2022-06-08 17:53:00
921469,134441,286387,22.0,2022-06-08 19:04:00
125280,813911,199009,6.5,2022-06-08 16:00:00
303114,760428,119831,4.0,2022-06-08 17:40:00
557385,174713,968084,9.5,2022-06-08 19:35:00
230107,526480,507318,14.0,2022-06-08 18:00:00
801080,971730,956528,7.5,2022-06-08 20:11:00
963523,912180,492162,7.0,2022-06-08 20:37:00
293268,445606,720614,12.0,2022-06-08 18:52:00
881252,849641,105451,12.0,2022-06-08 16:08:00
728040,707685,682350,3.7,2022-06-08 20:00:00
819757,702521,556273,10.0,2022-06-08 16:26:00
612115,843219,712515,7.0,2022-06-08 20:06:00
219901,892658,165221,10.0,2022-06-08 18:15:00
710446,901166,363230,8.5,2022-06-08 20:33:00
514023,810816,978012,4.0,2022-06-08 17:27:00
364160,289127,347151,14.0,2022-06-08 19:14:00
858300,364710,612475,9.5,2022-06-08 20:12:00
632703,394301,659654,13.95,2022-06-08 20:50:00
192119,252285,714771,18.0,2022-06-08 20:32:00
419652,419672,422421,9.0,2022-06-08 17:20:00
860999,211195,209431,11.0,2022-06-08 17:16:00
796549,122411,638176,11.0,2022-06-08 16:53:00
411359,524354,873918,2.0,2022-06-08 19:52:00
861968,907568,584831,3.5,2022-06-08 19:34:00
820248,561402,596392,4.0,2022-06-08 17:26:00
131017,197045,260048,10.2,2022-06-08 18:03:00
711085,257704,555776,9.5,2022-06-08 19:45:00
747367,838867,842500,14.0,2022-06-08 18:29:00
649610,876030,302214,3.0,2022-06-08 17:40:00
341255,879861,622993,8.0,2022-06-08 17:43:00
345923,300735,364443,14.0,2022-06-08 20:44:00
215754,645570,380746,5.0,2022-06-08 20:12:00
981008,502491,387555,13.0,2022-06-08 19:36:00
762607,908903,927162,11.0,2022-06-08 16:41:00
351690,312585,649609,15.5,2022-06-08 19:37:00
998644,571681,640891,12.5,2022-06-08 20:22:00
927324,831038,873335,9.0,2022-06-08 17:24:00
407945,763831,898269,13.5,2022-06-08 16:17:00
465262,657768,761033,11.0,2022-06-08 17:28:00
462131,243708,268356,7.0,2022-06-08 17:06:00
350854,546946,106091,4.0,2022-06-08 16:59:00
641377,161056,710384,8.5,2022-06-08 18:49:00
884581,674140,170318,5.7,2022-06-08 19:20:00
666614,713921,779628,7.5,2022-06-08 18:45:00
687359,438363,115418,3.5,2022-06-08 18:12:00
919389,458020,500809,7.5,2022-06-08 16:33:00
164633,868538,318807,10.5,2022-06-08 20:34:00
360167,813744,113988,10.0,2022-06-08 19:51:00
353079,153536,402411,14.0,2022-06-08 16:48:00
548901,853855,977824,15.0,2022-06-08 18:21:00
259641,253927,626269,2.5,2022-06-08 18:06:00
484291,222283,673310,9.0,2022-06-08 18:24:00
194074,417967,920270,13.5,2022-06-08 17:50:00
200761,669612,849412,11.0,2022-06-08 17:26:00
652134,915746,541789,7.5,2022-06-08 16:47:00
213399,323938,150195,10.0,2022-06-08 18:44:00
558315,128509,901932,19.0,2022-06-08 19:16:00
331487,793864,582934,7.5,2022-06-08 18:49:00
118300,430978,210138,14.0,2022-06-08 17:30:00
546032,130487,782401,9.5,2022-06-08 16:08:00
701279,668373,273045,10.0,2022-06-08 18:22:00
133888,890212,572579,3.5,2022-06-08 19:44:00
907960,396859,646315,13.0,2022-06-08 20:51:00
290179,766000,281732,5.5,2022-06-08 18:33:00
904424,395818,973590,15.5,2022-06-08 20:02:00
988842,807439,955459,9.5,2022-06-08 16:05:00
455436,884401,423693,8.0,2022-06-08 19:52:00
226541,940774,991262,17.0,2022-06-08 19:41:00
700642,716915,545775,15.0,2022-06-08 16:19:00
766127,959796,321679,2.5,2022-06-08 19:07:00
182922,621555,794615,16.5,2022-06-08 19:25:00
504823,853064,517726,15.0,2022-06-08 16:29:00
390747,579649,633372,2.5,2022-06-08 18:28:00
466303,271997,777518,8.5,2022-06-08 20:59:00
280108,227771,294329,15.0,2022-06-08 20:44:00
965220,534422,316781,11.0,2022-06-08 19:05:00
375931,538139,627432,8.5,2022-06-08 16:27:00
138200,562745,401862,8.0,2022-06-08 18:44:00
230832,628698,539133,21.5,2022-06-08 18:47:00
664136,747690,327417,8.0,2022-06-08 20:37:00
613583,123613,379479,8.5,2022-06-08 19:52:00
704817,922336,765414,10.0,2022-06-08 20:42:00
838722,329496,519259,4.5,2022-06-08 16:33:00
933328,997506,123806,4.0,2022-06-08 18:32:00
694280,614403,944628,8.65,2022-06-08 18:53:00
659797,857688,621112,5.5,2022-06-08 19:18:00
111477,898490,792344,7.0,2022-06-08 20:40:00
733597,290489,717781,16.0,2022-06-08 18:53:00
374971,972225,866614,4.95,2022-06-08 18:08:00
675914,926413,285370,15.0,2022-06-08 19:15:00
683009,368593,152196,11.5,2022-06-08 20:22:00
645496,646799,784624,4.0,2022-06-08 19:09:00
411102,136942,205238,9.0,2022-06-08 17:28:00
108682,328573,231978,8.0,2022-06-08 19:11:00
381059,860003,200836,3.0,2022-06-08 20:41:00
215481,684184,447460,9.5,2022-06-08 18:49:00
382712,760974,411215,15.0,2022-06-08 18:20:00
742570,572748,499421,11.0,2022-06-08 20:53:00
265591,583449,512501,5.0,2022-06-08 18:36:00
840507,181402,548421,6.0,2022-06-08 19:29:00
428842,801052,966142,7.0,2022-06-08 20:42:00
722265,131552,236760,11.0,2022-06-08 19:26:00
254416,971275,475405,9.5,2022-06-08 19:55:00
454623,641369,240264,4.0,2022-06-08 17:00:00
817404,258589,271627,9.5,2022-06-08 19:14:00
857677,347406,291656,4.0,2022-06-08 20:06:00
711098,802849,285624,8.0,2022-06-08 17:27:00
550100,471776,792280,9.0,2022-06-08 18:13:00
349085,377970,986720,6.5,2022-06-08 16:31:00
479812,585102,404516,8.5,2022-06-08 16:49:00
974985,776002,725266,8.0,2022-06-08 17:47:00
289400,476419,817120,2.5,2022-06-08 19:22:00
643421,929690,685177,18.0,2022-06-08 19:08:00
509865,475477,195608,19.5,2022-06-08 17:37:00
471402,814885,760851,11.2,2022-06-08 18:37:00
574509,423306,830103,10.0,2022-06-08 19:57:00
474616,474619,417566,10.2,2022-06-08 18:23:00
796549,998007,813717,20.0,2022-06-08 20:42:00
217062,280784,966879,14.0,2022-06-08 18:58:00
625516,301896,550148,9.0,2022-06-08 18:40:00
280511,246756,522705,7.0,2022-06-08 18:33:00
502516,867763,980037,19.0,2022-06-08 18:54:00
389275,319193,251095,12.0,2022-06-08 16:46:00
499929,642286,568625,5.0,2022-06-08 20:43:00
653511,564423,524062,9.0,2022-06-08 18:03:00
404822,720646,405500,8.0,2022-06-08 18:31:00
770208,344168,220617,15.5,2022-06-08 17:12:00
211976,232660,229625,7.5,2022-06-08 16:45:00
478974,207543,975564,10.0,2022-06-08 17:14:00
818483,546654,973487,5.5,2022-06-08 17:54:00
785238,951929,287259,10.0,2022-06-08 16:51:00
483261,428234,834981,15.0,2022-06-08 17:19:00
944141,557618,706851,9.2,2022-06-08 18:51:00
259896,329744,984369,1.7,2022-06-08 18:45:00
375523,753350,996393,9.2,2022-06-08 19:55:00
719395,624377,646928,7.5,2022-06-08 19:52:00
552031,471382,893047,7.0,2022-06-08 20:33:00
194291,424286,782935,6.0,2022-06-08 16:01:00
597141,483202,263970,13.5,2022-06-08 18:19:00
485903,484585,654659,3.0,2022-06-08 18:41:00
966459,502920,158066,17.0,2022-06-08 19:25:00
311153,911045,143646,7.5,2022-06-08 19:24:00
736566,924376,621327,9.5,2022-06-08 19:53:00
180120,234427,544421,17.5,2022-06-08 18:33:00
615313,295614,155975,13.5,2022-06-08 16:54:00
822873,773496,848288,7.5,2022-06-08 18:27:00
672312,974060,157346,13.0,2022-06-08 19:58:00
859408,104722,772938,2.5,2022-06-08 18:54:00
526358,300875,554010,16.0,2022-06-08 16:56:00
385127,732439,754131,18.5,2022-06-08 20:10:00
636791,368730,344876,13.95,2022-06-08 17:21:00
178887,606091,714879,13.0,2022-06-08 19:47:00
569192,675112,605197,6.5,2022-06-08 16:32:00
165527,664588,884306,9.0,2022-06-08 20:36:00
674902,653658,340172,20.0,2022-06-08 16:55:00
411048,140830,823908,8.0,2022-06-08 20:35:00
706815,484100,577140,15.5,2022-06-08 19:16:00
935942,295887,779232,10.5,2022-06-08 16:09:00
711534,973503,159541,4.5,2022-06-08 19:14:00
283691,220751,722229,2.2,2022-06-08 16:01:00
138239,993094,926228,8.5,2022-06-08 20:44:00
671609,697101,747582,6.0,2022-06-08 18:14:00
739678,292221,515636,6.0,2022-06-08 19:00:00
505790,102432,603939,17.5,2022-06-08 18:37:00
543260,954107,128553,14.0,2022-06-08 18:59:00
888939,353340,437406,19.0,2022-06-08 16:01:00
870787,413691,896476,15.0,2022-06-08 16:09:00
169699,439976,617557,7.0,2022-06-08 16:53:00
290895,531804,466174,10.0,2022-06-08 17:05:00
519740,524799,865514,3.5,2022-06-08 18:32:00
685942,981242,102100,9.5,2022-06-08 19:44:00
567815,385848,886036,14.5,2022-06-08 16:35:00
436508,146557,177589,23.0,2022-06-08 16:59:00
235124,644797,862840,10.0,2022-06-08 17:37:00
681022,497211,703099,7.0,2022-06-08 20:20:00
796773,539105,189574,5.5,2022-06-08 19:21:00
709252,904855,542278,14.5,2022-06-08 16:00:00
691824,605440,676675,5.5,2022-06-08 16:15:00
103514,509346,192541,5.0,2022-06-08 16:09:00
587903,130890,429320,12.0,2022-06-08 19:35:00
555896,688305,524292,18.5,2022-06-08 20:00:00
955549,432033,305969,4.5,2022-06-08 19:16:00
335748,245282,225316,4.0,2022-06-08 18:24:00
181258,291666,258626,13.0,2022-06-08 20:40:00
763547,724890,295059,16.0,2022-06-08 20:45:00
547836,955333,424171,9.0,2022-06-08 18:39:00
803337,611311,537546,5.0,2022-06-08 17:41:00
859588,300751,135696,16.2,2022-06-08 16:05:00
229276,900774,685132,10.5,2022-06-08 19:15:00
471015,810396,231057,8.5,2022-06-08 16:17:00
123819,348612,134726,6.5,2022-06-08 17:43:00
965140,462833,155684,9.0,2022-06-08 18:15:00
842524,269837,212732,14.0,2022-06-08 20:02:00
446785,205194,346138,4.5,2022-06-08 18:16:00
384771,708560,378095,13.0,2022-06-08 17:14:00
969636,691448,834987,14.0,2022-06-08 16:50:00
817113,215656,559328,7.0,2022-06-08 16:39:00
212494,420467,897199,14.5,2022-06-08 17:41:00
522769,939254,102917,8.5,2022-06-08 20:10:00
363656,981088,649437,1.7,2022-06-08 20:30:00
869748,513440,838981,21.0,2022-06-08 18:19:00
981390,725350,100232,15.0,2022-06-08 19:23:00
116135,630875,178785,11.0,2022-06-08 20:20:00
493172,976661,493202,12.5,2022-06-08 20:41:00
712382,316527,460724,16.5,2022-06-08 19:14:00
575975,575106,832315,14.5,2022-06-08 18:56:00
665797,695901,690313,4.5,2022-06-08 18:18:00
530517,668689,949867,5.0,2022-06-08 18:25:00
763666,970856,216290,12.5,2022-06-08 20:44:00
500777,587644,796811,8.5,2022-06-08 16:04:00
523585,975387,291361,4.5,2022-06-08 16:50:00
705595,234225,499961,11.5,2022-06-08 18:16:00
141932,317288,503781,13.45,2022-06-08 18:44:00
817923,280952,740778,10.0,2022-06-08 20:17:00
976424,967788,513817,9.5,2022-06-08 16:28:00
837410,269460,420539,19.0,2022-06-08 16:57:00
249741,801615,249673,23.0,2022-06-08 19:17:00
195221,723633,148525,16.0,2022-06-08 16:14:00
761127,242266,733324,6.5,2022-06-08 17:37:00
349455,616519,600878,6.5,2022-06-08 18:16:00
420907,760428,585114,13.5,2022-06-09 08:14:00
576305,136942,955703,8.45,2022-06-09 06:03:00
868089,353340,835569,14.0,2022-06-09 09:06:00
422278,630875,357828,5.5,2022-06-09 09:42:00
238320,586964,242624,3.0,2022-06-09 08:38:00
120731,988615,597942,7.0,2022-06-09 09:52:00
327028,197330,699692,7.5,2022-06-09 07:11:00
512989,166974,693451,3.0,2022-06-09 06:14:00
495096,697101,765663,8.0,2022-06-09 06:20:00
420921,468971,623677,11.5,2022-06-09 09:19:00
874908,813744,575179,13.0,2022-06-09 07:49:00
994182,678821,806639,12.5,2022-06-09 09:34:00
789400,316527,356352,15.0,2022-06-09 09:58:00
386259,750423,208507,3.5,2022-06-09 06:42:00
874726,754730,566309,7.0,2022-06-09 07:56:00
561661,680139,611599,10.5,2022-06-09 06:16:00
902438,349958,989587,4.7,2022-06-09 09:52:00
278581,837689,354458,14.0,2022-06-09 06:15:00
633213,119066,485947,19.0,2022-06-09 07:13:00
782974,907308,567223,4.5,2022-06-09 07:42:00
309035,424739,407813,13.0,2022-06-09 06:07:00
632303,572748,527827,9.5,2022-06-09 08:37:00
859150,983181,847242,10.7,2022-06-09 09:09:00
599242,133339,729408,11.5,2022-06-09 08:23:00
970103,333702,835309,15.0,2022-06-09 07:26:00
363498,973503,481350,4.0,2022-06-09 06:03:00
207357,668116,540653,6.5,2022-06-09 09:35:00
611563,907568,792300,6.5,2022-06-09 09:24:00
825798,974060,679007,19.0,2022-06-09 08:06:00
143533,929690,444551,6.7,2022-06-09 09:22:00
601027,235166,179344,7.0,2022-06-09 09:04:00
281006,952832,902110,7.5,2022-06-09 06:05:00
592206,546946,186519,9.0,2022-06-09 07:50:00
686340,343727,493750,4.5,2022-06-09 08:55:00
350379,391888,913226,3.5,2022-06-09 06:18:00
768919,313293,827424,9.0,2022-06-09 09:01:00
940578,509716,584338,13.0,2022-06-09 08:35:00
466529,720646,558939,14.0,2022-06-09 09:10:00
225985,242266,503455,12.0,2022-06-09 07:07:00
534228,668373,184905,6.5,2022-06-09 06:27:00
542453,216531,494300,3.0,2022-06-09 09:16:00
412086,673567,903440,9.0,2022-06-09 07:28:00
762545,695901,153694,7.0,2022-06-09 06:45:00
991360,103616,219856,4.95,2022-06-09 08:08:00
196695,317288,703457,11.5,2022-06-09 07:50:00
444511,131552,399128,13.5,2022-06-09 09:57:00
610850,344168,803931,6.7,2022-06-09 08:07:00
507961,892676,671447,9.0,2022-06-09 07:34:00
784966,430978,962137,9.0,2022-06-09 06:13:00
573470,215656,857317,13.0,2022-06-09 07:53:00
872935,273472,950946,4.2,2022-06-09 09:47:00
185187,885760,575312,11.5,2022-06-09 07:26:00
827961,611311,959304,16.5,2022-06-09 07:21:00
182655,557618,366994,16.0,2022-06-09 08:59:00
757340,514650,191972,3.0,2022-06-09 07:23:00
928956,950392,493705,13.0,2022-06-09 07:27:00
544560,484585,552706,9.5,2022-06-09 09:17:00
515189,793864,633927,11.0,2022-06-09 09:19:00
230397,766000,940482,7.2,2022-06-09 09:02:00
623435,988118,232228,6.5,2022-06-09 08:46:00
474805,562766,379273,8.5,2022-06-09 07:34:00
923793,277003,664354,5.45,2022-06-09 08:20:00
693452,227771,690474,9.5,2022-06-09 06:40:00
503514,796532,368124,9.0,2022-06-09 06:23:00
389139,562939,178461,5.5,2022-06-09 09:14:00
393695,136344,693583,8.0,2022-06-09 09:15:00
447854,368593,732133,5.5,2022-06-09 09:19:00
115593,916755,552313,11.0,2022-06-09 06:45:00
451370,377970,780368,10.0,2022-06-09 08:58:00
639359,180326,819295,16.0,2022-06-09 09:55:00
341497,625134,621830,4.5,2022-06-09 08:12:00
816545,234427,955562,9.0,2022-06-09 06:31:00
931799,509064,391299,15.0,2022-06-09 09:41:00
423402,980168,230941,19.5,2022-06-09 08:10:00
701441,760974,157555,19.0,2022-06-09 06:56:00
628415,753350,267318,10.5,2022-06-09 06:11:00
479177,348107,440319,4.5,2022-06-09 09:58:00
655854,726253,158305,14.0,2022-06-09 07:14:00
670112,557798,442187,15.0,2022-06-09 06:19:00
887416,644797,184965,2.5,2022-06-09 08:42:00
882969,205194,269568,6.0,2022-06-09 08:41:00
320724,613589,792056,7.0,2022-06-09 08:50:00
468426,808118,969947,10.0,2022-06-09 07:47:00
903112,491404,200344,16.0,2022-06-09 08:33:00
