menu_id,food_id,mark
785959,98,10
310528,22,6
310528,68,4
310528,24,3
310528,51,9
974114,13,5
974114,92,8
974114,3,9
749059,5,3
749059,45,5
749059,71,10
749059,15,9
299834,85,5
299834,27,7
299834,54,3
299834,103,6
503170,73,4
503170,55,3
402234,24,8
402234,29,10
402234,49,3
532115,6,6
532115,26,10
264850,108,8
264850,73,10
264850,15,6
199722,95,9
199722,7,9
199722,64,8
199722,90,3
610743,38,4
610743,37,3
610743,101,9
610743,63,5
462735,89,3
462735,90,9
462735,92,4
837933,26,8
837933,9,4
882959,48,6
882959,71,6
882959,2,4
882959,70,4
746875,29,5
746875,38,5
746875,35,8
400882,77,9
400882,6,4
400882,52,6
709324,48,3
709324,59,9
280266,76,6
280266,102,9
280266,76,7
280266,9,10
121408,41,4
121408,17,3
917687,71,5
917687,38,5
917687,7,4
917687,52,8
546016,101,7
546016,48,5
546016,81,6
450276,8,9
450276,72,10
450276,42,7
983512,89,9
983512,107,10
820323,54,6
820323,32,5
820323,53,6
820323,104,5
113135,0,3
113135,93,3
113135,35,5
113135,26,4
742901,101,3
742901,35,6
808916,5,9
808916,2,3
808916,95,4
886965,70,6
886965,23,6
886965,35,9
900424,52,4
900424,42,3
900424,1,9
817731,70,3
817731,106,3
817731,70,5
547901,6,8
547901,94,4
547901,75,8
547901,31,3
466906,33,3
466906,42,4
466906,74,8
769362,56,10
769362,20,7
488720,14,10
488720,83,5
488720,43,3
488720,89,3
606420,87,6
606420,74,3
606420,21,4
229380,33,4
229380,39,3
360461,95,5
360461,71,10
873143,38,6
873143,28,3
873143,42,9
642685,28,10
642685,37,10
642685,52,4
673591,84,10
673591,60,3
673591,14,3
673591,65,6
709742,62,9
709742,17,8
709742,79,9
709742,81,5
967317,100,9
967317,10,9
967317,66,6
155574,53,5
155574,80,8
155574,2,7
709744,83,10
709744,33,6
709744,14,6
347632,101,6
347632,36,6
347632,39,3
347632,54,7
671479,65,4
671479,52,5
194734,64,9
194734,60,4
194734,63,5
194734,14,5
108104,75,4
108104,67,10
108104,108,10
108104,52,3
741765,12,7
741765,61,7
516464,88,10
516464,54,4
516464,9,7
453919,70,5
453919,81,8
453919,85,10
412580,10,6
412580,37,9
504435,84,6
504435,77,8
504435,16,6
444391,103,10
444391,33,5
951330,50,7
951330,77,5
566068,81,8
566068,74,7
370079,25,4
370079,78,5
641562,96,3
641562,8,5
641562,31,4
641562,40,8
426269,8,3
426269,83,7
809474,13,8
809474,82,7
307662,3,9
307662,57,6
307662,106,9
183310,67,10
183310,16,4
183310,22,9
251809,36,6
251809,46,4
251809,77,4
662958,71,3
662958,17,10
662958,48,7
662958,42,7
460969,67,4
460969,2,4
460969,15,10
460969,101,8
931524,39,6
931524,64,4
931524,35,6
931524,72,10
890290,7,8
890290,93,6
411325,55,9
411325,59,9
411325,94,10
411325,26,4
976770,89,10
976770,37,6
976770,7,5
976770,63,5
873047,46,8
873047,62,4
396719,33,4
396719,8,10
901693,27,4
901693,59,7
650106,105,3
650106,55,8
708998,99,5
708998,95,8
649819,45,8
649819,1,3
426195,89,5
426195,83,5
426195,83,8
270386,90,3
270386,86,5
462150,46,4
462150,103,6
462150,12,6
707233,68,8
707233,5,5
847223,97,9
847223,6,10
847223,71,6
847223,47,6
343310,20,7
343310,72,8
425558,59,10
425558,92,4
887565,46,5
887565,28,4
279474,73,6
279474,48,5
927916,37,3
927916,65,5
927916,65,7
927916,44,6
787337,60,6
787337,74,5
732601,13,3
732601,94,3
732601,71,8
732601,79,3
787765,30,5
787765,8,3
787765,82,5
672295,44,5
672295,75,10
607373,10,10
607373,36,5
607373,42,9
607373,61,8
950285,80,6
950285,30,3
950285,48,8
950285,96,9
120425,23,9
120425,60,8
124990,94,3
124990,48,4
124990,55,3
124990,45,6
757959,66,9
757959,70,4
574963,28,5
574963,100,4
574963,17,5
574963,49,3
258000,37,8
258000,18,6
258000,87,4
258000,53,5
362929,62,5
362929,11,10
362929,40,5
371371,28,8
371371,27,4
975413,44,7
975413,67,3
975413,95,3
975413,46,5
712149,12,4
712149,91,4
712149,5,10
712149,74,6
501355,35,8
501355,40,8
425941,82,7
425941,40,8
425941,43,5
523031,61,9
523031,93,6
523031,40,5
523031,5,7
604788,66,7
604788,80,3
604788,103,8
328067,44,5
328067,92,9
328067,11,8
248110,105,6
248110,47,4
248110,50,7
248110,20,8
912773,58,7
912773,96,3
912773,64,3
912773,56,6
482299,97,4
482299,50,10
428183,99,7
428183,108,10
428183,97,5
117813,8,7
117813,35,9
578316,50,7
578316,42,6
640790,21,6
640790,41,3
281199,4,6
281199,77,5
281199,18,6
791575,77,9
791575,83,10
791575,44,8
791575,40,3
595079,92,7
595079,48,5
518736,49,4
518736,37,8
518736,74,9
518736,56,5
701166,86,5
701166,96,9
195284,57,3
195284,57,10
195284,27,10
195284,104,8
382657,86,3
382657,79,6
461498,10,9
461498,99,4
461498,2,6
461498,81,3
394083,81,10
394083,80,5
863696,104,4
863696,39,6
863696,40,9
863696,108,6
860996,105,6
860996,2,10
860996,44,4
976485,24,3
976485,4,4
501631,45,10
501631,25,8
501631,54,7
501631,83,5
357730,108,3
357730,78,8
357730,15,4
357730,70,8
511642,71,9
511642,89,5
511642,91,8
511642,6,4
145711,14,4
145711,96,9
145711,81,6
540504,95,8
540504,94,3
892489,56,7
892489,47,7
907649,66,4
907649,72,3
960690,20,9
960690,21,6
960690,9,9
960690,37,7
967136,94,5
967136,3,6
967136,52,10
967136,87,4
198127,29,10
198127,8,9
121478,45,4
121478,70,7
971243,15,7
971243,90,6
904480,4,3
904480,12,6
803579,100,7
803579,77,7
803579,109,9
826017,48,4
826017,101,6
826017,24,4
826017,36,5
862296,61,3
862296,57,5
862296,15,3
943016,47,3
943016,18,7
943016,43,3
730734,40,5
730734,17,6
730734,38,6
730734,94,5
119457,80,8
119457,75,9
698517,51,6
698517,49,7
969805,16,4
969805,62,9
969805,109,5
400273,72,7
400273,74,5
400273,39,10
630560,99,4
630560,90,3
630560,8,3
630560,49,8
156353,7,4
156353,68,3
634286,34,5
634286,97,10
635436,12,3
635436,33,5
635436,27,9
635436,80,9
957004,69,6
957004,78,8
957004,23,8
957004,19,4
289871,62,8
289871,60,5
289871,50,3
289871,45,4
542120,69,8
542120,107,3
346231,54,7
346231,0,9
346231,10,6
346231,12,9
762801,77,9
762801,90,3
762801,99,8
762801,22,10
911355,63,7
911355,13,8
911355,12,9
911355,24,3
369263,101,9
369263,52,10
195596,53,3
195596,15,7
195596,104,4
659871,73,10
659871,66,8
371951,15,4
371951,24,4
325974,108,7
325974,27,6
325974,78,3
458582,24,8
458582,81,6
458582,26,7
875226,69,3
875226,43,5
875226,99,10
875226,104,9
212532,19,9
212532,43,4
212532,95,10
212532,79,9
818313,38,7
818313,3,5
454918,98,4
454918,19,6
229968,25,10
229968,21,9
229968,50,6
229968,70,3
826725,53,3
826725,9,8
826725,40,3
826725,96,9
385051,1,9
385051,85,10
385051,33,9
727223,55,5
727223,68,9
727223,62,3
101624,73,3
101624,60,3
142883,30,4
142883,8,9
483824,51,4
483824,99,4
483824,40,4
230944,91,7
230944,61,8
116207,33,4
116207,100,4
116207,16,10
116207,51,4
769125,42,5
769125,105,7
769125,107,10
314080,85,9
314080,13,7
996307,10,9
996307,26,7
615244,10,9
615244,96,7
615244,86,5
615244,32,6
911236,105,6
911236,20,10
682869,96,10
682869,38,7
682869,62,10
682869,50,4
395802,93,6
395802,30,7
395802,54,4
395802,85,6
456654,91,9
456654,72,6
456654,59,4
456654,93,5
527447,72,7
527447,50,5
527447,46,3
527447,36,10
466961,14,3
466961,36,5
466961,37,9
466961,7,7
180208,46,7
180208,74,7
180208,56,6
698808,54,3
698808,2,8
698808,43,4
698808,59,10
123138,58,8
123138,8,8
123138,69,7
123138,86,8
933824,45,8
933824,42,6
933824,68,5
933824,7,5
887358,3,4
887358,100,8
389146,91,10
389146,31,4
389146,27,6
389146,88,6
571014,18,8
571014,43,7
571014,56,10
573757,70,8
573757,44,3
573757,46,5
979525,43,8
979525,108,3
979525,9,10
460918,69,7
460918,26,5
460918,38,8
460918,64,10
482776,103,10
482776,8,6
482776,49,3
295607,23,6
295607,99,4
295607,48,8
295607,92,3
673701,66,6
673701,100,7
700768,13,7
700768,92,6
558640,5,4
558640,51,6
558640,55,6
558640,49,4
826185,51,9
826185,102,7
718371,9,8
718371,5,7
718371,64,3
757068,62,5
757068,62,7
757068,69,4
757068,106,7
300858,68,3
300858,6,9
637984,75,4
637984,69,9
637984,35,9
621998,85,7
621998,50,8
621998,22,4
880037,101,7
880037,33,8
955550,76,9
955550,15,3
955550,95,8
357907,4,7
357907,19,3
977598,53,9
977598,45,3
977598,88,5
207309,67,8
207309,84,7
520294,50,4
520294,101,7
520294,106,8
605081,51,7
605081,29,9
605081,43,5
605081,81,8
889575,41,5
889575,12,5
563709,36,7
563709,27,7
102791,94,9
102791,36,5
102791,93,7
840828,91,8
840828,8,7
840828,90,10
208684,3,7
208684,63,9
458568,61,4
458568,62,10
458568,52,4
458568,25,3
104473,17,10
104473,56,4
711482,8,4
711482,62,10
711482,55,3
837374,86,10
837374,103,8
887390,1,7
887390,89,5
887390,32,3
887390,6,7
281991,10,10
281991,37,3
281991,81,3
822762,47,7
822762,17,6
822762,19,5
596341,65,6
596341,18,6
596341,37,10
596341,65,8
255257,55,7
255257,97,4
255257,101,6
897009,56,3
897009,70,5
897009,14,9
511171,64,9
511171,18,6
511171,36,3
791022,2,8
791022,84,3
791022,78,6
548975,59,9
548975,18,6
612143,18,7
612143,63,9
612143,50,3
612143,3,3
877466,71,6
877466,56,9
734580,68,5
734580,53,7
496024,50,5
496024,13,7
496024,64,7
635018,100,6
635018,19,7
635018,49,7
635018,93,4
210246,80,5
210246,80,10
210246,52,10
210246,25,9
601716,67,6
601716,107,10
601716,56,6
601716,106,4
892567,67,7
892567,51,3
892567,70,4
892567,57,8
818715,8,9
818715,13,10
818715,49,7
818715,4,3
646736,39,6
646736,7,7
646736,17,9
646736,75,3
443733,65,4
443733,97,10
443733,59,8
443733,14,3
711819,97,4
711819,95,10
711819,9,5
711819,30,5
481712,63,4
481712,63,5
481712,47,4
375336,40,3
375336,13,4
675555,71,3
675555,8,6
675555,77,7
337152,63,10
337152,17,8
337152,25,5
337152,55,3
852912,92,5
852912,82,10
852912,16,4
879268,79,5
879268,33,4
368004,53,3
368004,98,6
368004,54,7
794405,17,6
794405,1,7
794405,21,8
791893,47,4
791893,46,5
904867,58,8
904867,58,10
904867,100,6
558175,9,10
558175,28,9
558175,61,7
405522,99,5
405522,21,10
370140,99,9
370140,1,3
370140,37,4
370140,60,7
556981,62,3
556981,47,8
556981,26,10
556981,105,8
914287,44,3
914287,83,5
914287,82,6
914287,75,6
425171,4,9
425171,37,10
425171,38,10
353248,78,5
353248,76,9
353248,50,4
835922,18,3
835922,99,5
792849,24,4
792849,88,3
202954,59,5
202954,53,7
682620,46,4
682620,55,5
682620,14,5
682620,31,3
493561,94,4
493561,41,9
429754,3,5
429754,85,3
429754,82,10
429754,96,7
350433,11,7
350433,14,10
350433,5,6
350433,30,7
840056,76,9
840056,55,6
840056,84,3
623607,24,9
623607,102,5
623607,40,7
496873,107,4
496873,88,10
496873,51,3
988646,53,7
988646,54,10
988646,21,5
988646,58,3
815376,56,5
815376,98,8
815376,99,9
386877,24,6
386877,51,6
869450,11,4
869450,5,5
476064,6,5
476064,55,8
476064,91,7
476064,98,8
260902,107,7
260902,23,3
260902,64,5
916795,43,9
916795,1,10
800473,81,3
800473,107,8
800473,80,10
349976,32,3
349976,12,5
349976,77,4
589405,109,9
589405,75,6
589405,69,4
589405,56,6
544901,99,7
544901,94,4
544901,82,7
491246,27,9
491246,34,6
491246,52,6
732888,99,10
732888,39,4
772583,48,6
772583,17,3
772583,54,3
637036,37,7
637036,26,9
374720,73,10
374720,83,7
374720,105,9
864804,43,8
864804,32,5
527486,89,10
527486,92,6
527486,103,4
500362,83,3
500362,92,7
500362,90,9
500362,101,7
678514,67,3
678514,64,6
678514,95,5
678514,27,4
173191,79,8
173191,64,3
173191,71,6
173191,107,4
632759,83,5
632759,32,8
300411,85,10
300411,3,7
300411,62,8
271927,63,4
271927,35,4
271927,37,7
498497,85,8
498497,103,10
498497,91,10
498497,17,3
982057,25,4
982057,94,8
982057,74,10
982057,14,7
285417,107,8
285417,12,3
285417,12,10
353642,5,5
353642,6,3
353642,73,10
353642,71,5
439071,15,4
439071,100,9
620797,80,3
620797,45,6
620797,3,10
270301,25,10
270301,50,8
270301,43,8
270301,15,6
278571,38,7
278571,105,3
278571,35,5
278571,62,3
539046,58,6
539046,78,8
539046,37,4
648901,61,10
648901,53,7
648901,84,8
944771,84,4
944771,107,4
909200,7,7
909200,28,9
909200,23,6
909200,88,6
412946,31,10
412946,28,5
520045,69,4
520045,85,8
520045,46,9
520045,46,5
906722,94,5
906722,28,10
906722,65,7
906722,47,4
101520,19,3
101520,18,9
101520,37,8
101520,70,8
273126,81,10
273126,50,4
273126,7,4
273126,105,5
103302,44,6
103302,36,3
924718,14,9
924718,93,7
548897,92,9
548897,9,3
548897,87,8
548897,27,10
265898,99,7
265898,105,7
265898,56,8
316484,37,5
316484,87,7
316484,84,5
316484,85,10
942322,106,3
942322,18,10
942322,62,3
975095,92,3
975095,34,4
975095,0,7
458407,103,10
458407,50,5
458407,77,3
458407,19,4
612820,66,8
612820,20,3
612820,102,7
944058,89,9
944058,41,10
944058,48,6
944058,91,3
152537,49,8
152537,92,4
802784,34,6
802784,2,3
871859,36,9
871859,18,4
871859,65,6
871859,94,5
824201,42,6
824201,13,3
824201,19,10
824201,6,5
568729,99,4
568729,16,4
568729,74,8
344556,49,7
344556,58,10
344556,62,10
344556,40,4
371204,102,4
371204,80,9
829012,56,5
829012,47,5
522253,54,6
522253,104,4
522253,24,7
522253,52,9
435386,39,4
435386,68,3
435386,78,7
451371,65,3
451371,46,9
451371,75,5
451371,105,5
736760,45,7
736760,94,8
121273,102,8
121273,90,5
121273,2,7
121273,51,7
898654,20,8
898654,53,7
119868,60,5
119868,33,8
119868,90,10
175042,10,10
175042,67,3
869875,46,6
869875,49,10
869875,65,8
869875,38,10
818768,74,6
818768,1,7
818768,77,7
931896,63,8
931896,26,8
710020,61,7
710020,3,4
710020,20,6
115029,12,10
115029,25,3
900245,8,5
900245,41,4
432703,47,5
432703,26,7
432703,70,8
432703,19,6
546353,66,6
546353,30,10
349881,47,9
349881,29,4
349881,81,6
517142,65,5
517142,104,4
189768,80,10
189768,76,6
189768,13,5
189768,21,8
865423,71,10
865423,25,3
865423,51,10
708298,66,4
708298,105,10
708298,32,3
708298,35,9
608815,17,10
608815,52,6
608815,13,4
252266,63,10
252266,44,7
567494,20,6
567494,69,4
567494,48,7
850738,42,8
850738,1,8
894069,29,10
894069,36,7
542117,72,7
542117,16,9
542117,11,4
542117,42,6
156938,48,9
156938,107,7
695305,48,6
695305,33,8
695305,60,8
695305,21,4
763365,15,9
763365,56,7
763365,47,8
763365,73,4
759098,27,5
759098,3,7
453353,8,10
453353,40,6
317210,33,4
317210,31,4
892956,67,4
892956,30,10
939930,43,4
939930,87,7
939930,4,4
939930,30,6
104528,58,7
104528,34,7
104528,38,5
262325,58,8
262325,89,3
262325,92,7
854113,18,3
854113,55,4
854113,42,7
272780,49,5
272780,94,8
272780,104,3
272780,21,6
480019,72,6
480019,26,6
480019,30,9
215832,84,4
215832,30,8
215832,52,4
408397,31,9
408397,106,6
604723,44,3
604723,90,10
247357,0,6
247357,37,4
247357,96,3
685909,71,8
685909,84,6
221944,100,10
221944,101,8
826202,58,4
826202,78,5
826202,31,6
826202,84,9
851158,10,8
851158,63,6
851158,83,9
466187,74,8
466187,76,5
466187,10,9
466187,8,9
391294,18,5
391294,97,9
391294,65,4
391294,82,5
997455,101,6
997455,83,4
997455,13,9
320754,28,8
320754,62,5
320754,63,9
320754,42,7
928949,71,3
928949,103,3
928949,72,4
928949,40,10
572740,41,8
572740,85,5
572740,67,8
292186,16,9
292186,104,7
292186,87,10
957316,94,6
957316,75,5
957316,65,9
186614,95,7
186614,2,7
808329,11,10
808329,37,10
808329,53,4
808329,64,6
881030,78,6
881030,102,3
760325,10,10
760325,9,9
760325,74,6
760325,27,6
845419,13,6
845419,14,4
299421,97,8
299421,92,7
299421,16,3
410941,2,3
410941,58,9
410941,52,4
300995,1,9
300995,87,9
300995,3,3
961524,76,9
961524,87,6
961524,40,3
961524,70,4
942087,5,8
942087,1,3
100202,65,8
100202,64,4
100202,65,4
256614,27,8
256614,59,5
530558,12,4
530558,109,3
530558,34,3
571718,13,8
571718,43,9
670047,54,10
670047,91,6
859555,46,6
859555,24,6
859555,43,8
859555,59,4
812403,82,8
812403,83,6
812403,88,6
126542,14,8
126542,107,3
126542,79,10
207300,81,4
207300,26,4
207300,2,7
207300,74,8
732208,92,4
732208,4,5
784047,10,10
784047,92,4
784047,84,6
970598,81,9
970598,6,7
970598,102,4
970598,90,7
714658,106,6
714658,41,7
714658,37,10
714658,88,5
222278,72,3
222278,78,8
870911,25,5
870911,44,3
870911,58,3
611083,109,8
611083,109,6
611083,5,9
369640,51,4
369640,74,9
369640,79,3
833432,105,4
833432,63,5
833432,14,9
975093,97,3
975093,87,6
975093,30,8
975093,32,6
224741,37,5
224741,74,3
224741,108,6
224741,48,5
421434,23,5
421434,28,3
704834,106,8
704834,33,9
704834,4,9
183029,107,5
183029,22,7
224089,42,9
224089,77,9
224089,68,6
138493,107,7
138493,85,9
138493,93,4
138493,91,3
964002,79,9
964002,72,4
297162,84,5
297162,44,6
346316,57,6
346316,109,3
346316,103,4
107523,43,3
107523,69,6
107523,98,10
945453,18,10
945453,64,3
945453,70,7
496667,70,3
496667,18,7
496667,8,5
222036,80,9
222036,16,8
222036,20,4
222036,72,7
831268,13,5
831268,4,3
831268,27,5
965318,106,9
965318,76,6
460345,37,8
460345,96,8
860744,32,4
860744,53,7
380926,23,8
380926,62,4
334613,92,3
334613,86,8
296189,94,9
296189,20,10
646728,92,4
646728,50,4
397360,22,10
397360,9,8
397360,61,5
397360,2,4
754638,3,8
754638,67,5
754638,48,5
200457,34,8
200457,104,3
200457,17,10
737357,7,9
737357,71,7
737357,25,8
737357,67,7
508423,87,6
508423,61,4
508423,12,5
796642,75,6
796642,14,7
925713,100,10
925713,41,5
925713,35,6
337284,107,7
337284,75,6
337284,68,9
337284,60,3
698197,6,8
698197,96,8
698197,105,3
311524,87,9
311524,29,8
985669,26,4
985669,82,9
357774,20,3
357774,24,4
357774,60,5
244965,28,5
244965,2,4
244965,86,10
629432,40,5
629432,32,7
629432,12,9
629432,109,7
345162,56,4
345162,17,3
345162,22,4
706110,26,3
706110,102,5
706110,38,5
378570,28,9
378570,13,6
378570,32,7
426607,57,7
426607,109,4
140871,2,10
140871,59,3
140871,101,3
419710,57,5
419710,28,9
106687,32,5
106687,78,8
134847,27,4
134847,28,10
928061,63,8
928061,93,5
928061,5,4
423431,16,6
423431,83,5
456425,87,5
456425,20,10
545470,20,5
545470,79,10
545470,66,8
545470,33,9
192325,71,10
192325,99,10
192325,37,4
192325,87,4
207623,88,6
207623,23,10
207623,60,4
207623,54,7
127276,59,9
127276,18,4
127276,74,4
127276,30,6
894491,8,6
894491,16,8
894491,36,8
894491,86,6
948327,76,7
948327,25,8
948327,39,8
911045,79,7
911045,80,5
157448,102,9
157448,108,9
464845,34,3
464845,33,10
744849,87,3
744849,107,4
343140,64,3
343140,95,9
343140,80,6
343140,90,7
151162,77,6
151162,48,6
503619,70,6
503619,97,5
503619,73,9
503619,10,10
485926,54,4
485926,36,8
485926,56,9
566145,80,7
566145,101,6
566145,81,10
936368,21,5
936368,80,3
936368,37,8
306822,85,4
306822,25,4
306822,39,7
727227,2,8
727227,69,6
767682,52,5
767682,49,10
767682,68,5
767682,36,3
238856,56,7
238856,12,4
238856,100,7
238856,90,6
793107,41,7
793107,86,3
981904,20,4
981904,92,9
945890,72,4
945890,92,6
945890,37,5
986891,55,7
986891,39,6
986891,23,5
938333,65,9
938333,79,10
938333,64,3
325562,22,3
325562,97,5
325562,22,5
325562,31,8
226920,84,3
226920,40,10
198345,46,10
198345,100,5
135706,61,4
135706,44,4
420857,16,6
420857,81,6
670084,39,7
670084,62,5
670084,10,10
670084,90,3
505631,55,10
505631,9,10
505631,29,3
719743,95,8
719743,44,3
183447,91,7
183447,89,10
183447,74,6
640509,44,6
640509,49,7
640509,9,9
640509,25,3
653337,69,4
653337,1,6
653337,22,3
528721,96,4
528721,54,9
528721,23,8
528721,34,4
877192,30,6
877192,102,4
877192,6,5
529942,66,7
529942,103,7
529942,18,5
529942,74,7
914761,30,8
914761,69,8
914761,77,8
729833,2,4
729833,43,5
436420,43,4
436420,10,7
436420,44,5
436420,78,8
828754,79,8
828754,100,3
828754,60,7
274096,108,3
274096,27,4
274096,22,10
927944,104,8
927944,0,7
173614,26,4
173614,16,10
173614,56,8
173614,11,5
413615,69,6
413615,92,5
413615,41,4
552549,54,5
552549,19,3
481090,10,5
481090,20,4
481090,76,8
670639,80,4
670639,42,3
670639,38,9
361669,103,6
361669,94,5
361669,72,5
361669,88,8
952116,48,10
952116,21,3
952116,35,10
952116,83,5
162867,71,7
162867,50,3
162867,99,8
620175,81,6
620175,45,5
620175,8,4
557073,94,6
557073,2,3
917364,97,3
917364,6,10
917364,101,7
917364,46,6
724073,51,5
724073,81,7
724073,43,8
724073,31,9
278122,97,9
278122,48,8
278122,20,5
201312,6,6
201312,65,10
182335,28,3
182335,5,8
182335,93,10
182335,10,8
940115,67,5
940115,98,4
940115,63,7
771785,33,4
771785,95,8
771785,14,5
273180,45,10
273180,92,3
273180,93,6
657500,20,6
657500,14,5
657500,34,8
354922,36,6
354922,102,7
354922,42,3
898149,100,4
898149,5,9
353134,91,8
353134,44,10
353134,62,3
769887,22,3
769887,42,4
527525,37,8
527525,0,10
867955,47,6
867955,91,9
242123,26,6
242123,81,5
242123,81,8
242123,13,9
133391,63,3
133391,63,9
473497,20,6
473497,17,5
473497,70,8
473497,5,10
624109,78,9
624109,54,5
624109,40,7
765700,32,4
765700,23,8
765700,54,3
765700,55,7
967801,97,3
967801,83,7
661194,45,4
661194,6,8
661194,106,7
974323,15,4
974323,5,9
974323,83,5
974323,95,4
214737,79,5
214737,85,7
829579,3,3
829579,45,10
330956,95,4
330956,0,8
330956,54,4
919885,94,9
919885,21,8
439900,6,3
439900,95,7
382080,2,10
382080,56,4
382080,83,6
382080,83,5
725996,83,10
725996,48,6
725996,57,5
314909,88,9
314909,97,9
314909,49,7
736237,9,6
736237,24,10
830551,45,10
830551,19,5
451507,21,4
451507,106,3
451507,16,10
451507,97,9
672052,3,7
672052,2,9
141036,50,4
141036,1,7
141036,93,9
141036,55,7
443791,5,8
443791,31,8
758728,86,3
758728,80,7
758728,7,8
758728,41,4
926836,79,4
926836,86,9
926836,66,3
926836,54,9
668455,22,7
668455,4,8
668455,20,6
668455,105,6
817332,65,8
817332,15,9
817332,35,8
817332,95,8
559824,57,3
559824,20,10
263520,5,7
263520,50,5
359051,96,5
359051,31,9
903061,64,10
903061,0,8
903061,76,9
519462,52,6
519462,36,8
519462,49,7
519462,106,10
833462,14,4
833462,32,7
833462,99,4
833462,2,6
272094,70,4
272094,14,3
972708,62,4
972708,5,9
424196,9,6
424196,4,10
389181,40,9
389181,75,6
389181,74,5
107125,75,7
107125,40,4
107125,64,6
107125,86,5
653219,75,4
653219,62,4
653219,27,7
653219,42,7
398707,42,8
398707,97,7
398707,69,3
746560,108,10
746560,47,7
638161,26,10
638161,95,9
638161,65,9
660590,0,7
660590,107,3
205795,89,9
205795,6,5
205795,60,10
189940,30,8
189940,4,3
189940,32,10
189940,109,8
169795,14,10
169795,38,7
492692,94,6
492692,30,9
492692,46,7
492692,70,10
571026,108,4
571026,16,3
571026,53,3
571026,33,4
240913,52,8
240913,20,5
547592,10,3
547592,85,7
547592,60,9
281949,37,9
281949,81,7
281949,3,5
281949,6,7
510632,103,9
510632,26,9
527357,100,6
527357,32,3
527357,54,9
527357,63,8
116861,36,10
116861,51,6
128368,104,7
128368,67,10
128368,36,3
996858,30,3
996858,76,8
996858,71,10
247633,80,5
247633,26,3
415562,10,10
415562,31,9
983163,36,10
983163,96,8
983163,57,5
983163,46,3
996015,89,5
996015,53,8
727931,89,9
727931,54,9
640202,77,4
640202,25,7
731827,40,9
731827,37,8
731827,44,3
451628,70,9
451628,20,4
980787,14,4
980787,67,8
143124,3,9
143124,48,3
143124,13,4
143124,27,10
385276,13,10
385276,82,3
248634,0,9
248634,2,4
234430,20,10
234430,68,5
234430,88,5
234430,33,4
195361,37,7
195361,23,9
195361,59,3
983118,6,8
983118,8,8
983118,68,3
983118,39,10
944187,7,9
944187,5,8
944187,3,4
944187,68,5
840243,1,3
840243,36,5
840243,28,8
840243,58,7
453546,106,7
453546,90,8
453546,53,10
453546,43,7
772074,44,5
772074,109,7
523542,67,6
523542,83,3
523542,53,10
557918,16,10
557918,66,10
557918,58,8
557918,23,9
659858,59,7
659858,106,6
659858,69,10
659858,51,6
818702,48,5
818702,48,5
227797,1,4
227797,54,4
227797,32,9
227797,85,5
422301,64,4
422301,29,6
913254,75,10
913254,22,8
913254,40,8
913254,4,9
938180,40,7
938180,91,3
938180,4,4
892030,87,8
892030,103,4
670385,40,9
670385,96,4
670385,87,3
551858,81,5
551858,90,3
551858,68,9
551858,44,3
847957,9,8
847957,73,10
847957,103,7
616953,50,7
616953,61,10
616953,77,6
266106,72,9
266106,63,7
266106,94,7
363544,93,10
363544,82,9
363544,52,10
363544,62,5
628030,71,3
628030,67,5
628030,51,8
327714,11,9
327714,91,7
698320,104,10
698320,66,4
698320,71,6
698320,88,6
441396,32,3
441396,45,8
441396,85,6
825491,66,10
825491,75,5
212368,24,8
212368,107,9
212368,20,10
199536,47,6
199536,92,9
199536,52,8
199536,6,10
135788,86,3
135788,85,8
135788,6,6
135788,45,10
306785,23,9
306785,93,5
306785,22,6
553545,84,4
553545,40,3
110129,52,6
110129,66,7
110129,98,7
110129,89,6
331076,41,3
331076,106,8
331076,58,4
273905,43,4
273905,41,10
679551,34,8
679551,96,3
359726,53,6
359726,58,9
359726,7,7
643990,33,7
643990,33,3
685618,58,3
685618,94,9
685618,106,10
546871,89,6
546871,8,5
546871,55,8
400408,42,4
400408,1,3
400408,48,9
400408,101,4
417207,67,4
417207,108,4
417207,10,4
231877,67,6
231877,45,6
231921,29,6
231921,2,10
231921,55,5
112984,18,10
112984,0,5
112984,78,8
726222,23,9
726222,67,10
527758,65,7
527758,6,7
527758,12,6
703775,1,6
703775,54,3
703775,47,10
974707,62,7
974707,54,5
974707,51,9
974707,50,3
197360,95,9
197360,70,4
606161,48,8
606161,70,7
606161,76,8
606161,83,9
861205,57,7
861205,103,6
861205,72,9
266650,55,10
266650,94,10
475260,39,8
475260,29,10
475260,68,10
475260,77,9
216567,19,8
216567,32,9
216567,95,4
216567,41,9
232896,54,8
232896,68,7
232896,8,10
232896,13,4
950219,35,7
950219,44,8
853356,29,7
853356,35,5
533429,87,6
533429,15,9
533429,20,5
979995,67,10
979995,109,4
154801,78,7
154801,50,5
427045,14,5
427045,38,4
307729,31,4
307729,5,3
307729,12,10
307729,87,4
279676,93,4
279676,27,4
279676,1,3
279676,9,8
559741,79,8
559741,76,8
909419,39,6
909419,101,3
909419,96,6
618084,20,4
618084,52,8
366816,76,7
366816,27,4
366816,107,4
922969,51,8
922969,81,8
922969,47,3
560171,79,10
560171,97,8
483052,24,10
483052,72,4
588385,80,5
588385,51,8
739340,4,8
739340,106,3
739340,20,3
739340,74,9
353700,25,9
353700,5,7
353700,50,9
353700,8,4
152610,0,10
152610,78,7
152610,8,9
152610,2,3
682517,14,8
682517,51,7
